MODELYEAR,MAKE,CARLINECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELCONSUMPTION_COB,CO2_EMISSION
2021,Honda,Two Seaters,3.5,6,Auto(AM-S9),21,420
2021,aston martin,Two Seaters,4.0,8,Manual(M7),17,541
2021,aston martin,Two Seaters,4.0,8,Auto(S8),20,435
2021,Volkswagen Group of,Two Seaters,5.2,10,Auto(AM-S7),16,567
2021,Volkswagen Group of,Two Seaters,5.2,10,Auto(AM-S7),17,528
2021,Volkswagen Group of,Two Seaters,5.2,10,Auto(AM-S7),16,567
2021,Volkswagen Group of,Two Seaters,5.2,10,Auto(AM-S7),17,528
2021,Volkswagen Group of,Two Seaters,2.0,4,Auto(AM-S7),26,344
2021,BMW,Two Seaters,3.0,6,Auto(S8),25,355
2021,BMW,Two Seaters,2.0,4,Auto(S8),28,321
2021,Volkswagen Group of,Two Seaters,8.0,16,Auto(AM-S7),11,840
2021,Volkswagen Group of,Two Seaters,8.0,16,Auto(AM-S7),10,893
2021,General Motors,Two Seaters,6.2,8,Auto(S8),19,467
2021,Ferrari,Two Seaters,6.5,12,Auto(AM7),13,665
2021,Ferrari,Two Seaters,6.5,12,Auto(AM7),13,661
2021,Ferrari,Two Seaters,3.9,8,Auto(AM7),16,552
2021,Ferrari,Two Seaters,3.9,8,Auto(AM7),16,541
2021,Ford Motor Company,Two Seaters,3.5,6,Auto(AM7),14,632
2021,Jaguar Land Rover L,Two Seaters,2.0,4,Auto(S8),26,346
2021,Jaguar Land Rover L,Two Seaters,2.0,4,Auto(S8),26,346
2021,Jaguar Land Rover L,Two Seaters,5.0,8,Auto(S8),18,481
2021,Jaguar Land Rover L,Two Seaters,5.0,8,Auto(S8),18,481
2021,Jaguar Land Rover L,Two Seaters,3.0,6,Auto(S8),21,426
2021,Jaguar Land Rover L,Two Seaters,3.0,6,Auto(S8),21,426
2021,Jaguar Land Rover L,Two Seaters,3.0,6,Auto(S8),22,407
2021,Jaguar Land Rover L,Two Seaters,3.0,6,Auto(S8),22,407
2021,Volkswagen Group of,Two Seaters,6.5,12,Auto(AM-S7),10,852
2021,Volkswagen Group of,Two Seaters,6.5,12,Auto(AM-S7),10,839
2021,Volkswagen Group of,Two Seaters,6.5,12,Auto(AM-S7),10,867
2021,Volkswagen Group of,Two Seaters,6.5,12,Auto(AM-S7),10,867
2021,Volkswagen Group of,Two Seaters,5.2,10,Auto(AM-S7),15,597
2021,Volkswagen Group of,Two Seaters,5.2,10,Auto(AM-S7),15,596
2021,Volkswagen Group of,Two Seaters,5.2,10,Auto(AM-S7),15,597
2021,Volkswagen Group of,Two Seaters,5.2,10,Auto(AM-S7),15,596
2021,MAZDA,Two Seaters,2.0,4,Auto(S6),30,299
2021,MAZDA,Two Seaters,2.0,4,Manual(M6),29,305
2021,McLaren Automotive ,Two Seaters,4.0,8,Auto(AM-S7),16,565
2021,McLaren Automotive ,Two Seaters,4.0,8,Auto(AM-S7),18,505
2021,McLaren Automotive ,Two Seaters,4.0,8,Auto(AM-S7),18,505
2021,McLaren Automotive ,Two Seaters,4.0,8,Auto(AM-S7),18,505
2021,McLaren Automotive ,Two Seaters,4.0,8,Auto(AM-S7),18,501
2021,McLaren Automotive ,Two Seaters,4.0,8,Auto(AM-S7),18,504
2021,Mercedes-Benz,Two Seaters,4.0,8,Auto(AM7),17,527
2021,Mercedes-Benz,Two Seaters,4.0,8,Auto(AM7),17,533
2021,Mercedes-Benz,Two Seaters,4.0,8,Auto(AM7),17,528
2021,Mercedes-Benz,Two Seaters,4.0,8,Auto(AM7),17,534
2021,Mercedes-Benz,Two Seaters,4.0,8,Auto(AM7),17,531
2021,Mercedes-Benz,Two Seaters,4.0,8,Auto(AM7),16,545
2021,Nissan,Two Seaters,3.7,6,Manual(M6),20,445
2021,Porsche,Two Seaters,2.0,4,Auto(AM-S7),24,375
2021,Porsche,Two Seaters,2.0,4,Manual(M6),22,394
2021,Porsche,Two Seaters,4.0,6,Auto(AM-S7),21,418
2021,Porsche,Two Seaters,4.0,6,Manual(M6),19,458
2021,Porsche,Two Seaters,2.5,4,Auto(AM-S7),22,410
2021,Porsche,Two Seaters,2.5,4,Manual(M6),21,423
2021,Porsche,Two Seaters,2.0,4,Auto(AM-S7),23,380
2021,Porsche,Two Seaters,2.0,4,Manual(M6),22,394
2021,Porsche,Two Seaters,2.0,4,Auto(AM-S7),24,375
2021,Porsche,Two Seaters,2.0,4,Manual(M6),22,394
2021,Porsche,Two Seaters,4.0,6,Auto(AM-S7),20,436
2021,Porsche,Two Seaters,4.0,6,Manual(M6),19,460
2021,Porsche,Two Seaters,4.0,6,Auto(AM-S7),21,418
2021,Porsche,Two Seaters,4.0,6,Manual(M6),19,458
2021,Porsche,Two Seaters,2.5,4,Auto(AM-S7),22,410
2021,Porsche,Two Seaters,2.5,4,Manual(M6),21,423
2021,Porsche,Two Seaters,2.0,4,Auto(AM-S7),23,380
2021,Porsche,Two Seaters,2.0,4,Manual(M6),22,394
2021,Porsche,Two Seaters,4.0,6,Auto(AM-S7),20,436
2021,Porsche,Two Seaters,4.0,6,Manual(M6),19,460
2021,BMW,Two Seaters,2.0,4,Auto(S8),28,321
2021,BMW,Two Seaters,3.0,6,Auto(S8),25,351
2021,aston martin,Minicompact Cars,5.2,12,Auto(S8),18,497
2021,aston martin,Minicompact Cars,4.0,8,Auto(S8),20,431
2021,aston martin,Minicompact Cars,5.2,12,Auto(S8),17,522
2021,Volkswagen Group of,Minicompact Cars,4.0,8,Auto(AM-S8),19,468
2021,Volkswagen Group of,Minicompact Cars,6.0,12,Auto(AM-S8),15,601
2021,Ferrari,Minicompact Cars,3.9,8,Auto(AM7),18,485
2021,Ferrari,Minicompact Cars,3.9,8,Auto(AM8),19,471
2021,Toyota,Minicompact Cars,5.0,8,Auto(S10),18,489
2021,Lotus,Minicompact Cars,3.5,6,Auto(S6),20,438
2021,Lotus,Minicompact Cars,3.5,6,Manual(M6),20,441
2021,BMW,Minicompact Cars,1.5,3,Auto(AM-S7),31,280
2021,BMW,Minicompact Cars,1.5,3,Manual(M6),30,292
2021,BMW,Minicompact Cars,2.0,4,Auto(AM-S7),29,307
2021,BMW,Minicompact Cars,2.0,4,Manual(M6),26,336
2021,BMW,Minicompact Cars,2.0,4,Auto(S8),28,313
2021,Porsche,Minicompact Cars,3.0,6,Auto(AM-S8),20,443
2021,Porsche,Minicompact Cars,3.0,6,Auto(AM-S8),20,442
2021,Porsche,Minicompact Cars,3.0,6,Auto(AM-S8),20,443
2021,Porsche,Minicompact Cars,3.0,6,Auto(AM-S8),20,443
2021,Porsche,Minicompact Cars,3.0,6,Manual(M7),20,442
2021,Porsche,Minicompact Cars,3.0,6,Auto(AM-S8),20,439
2021,Porsche,Minicompact Cars,3.0,6,Manual(M7),20,452
2021,Porsche,Minicompact Cars,3.0,6,Auto(AM-S8),20,443
2021,Porsche,Minicompact Cars,3.0,6,Auto(AM-S8),20,441
2021,Porsche,Minicompact Cars,3.0,6,Manual(M7),21,425
2021,Porsche,Minicompact Cars,3.0,6,Auto(AM-S8),20,439
2021,Porsche,Minicompact Cars,3.0,6,Manual(M7),20,443
2021,Porsche,Minicompact Cars,3.0,6,Auto(AM-S8),20,442
2021,Porsche,Minicompact Cars,3.0,6,Auto(AM-S8),20,442
2021,Porsche,Minicompact Cars,3.0,6,Manual(M7),20,447
2021,Porsche,Minicompact Cars,3.7,6,Auto(AM-S8),17,516
2021,Porsche,Minicompact Cars,3.7,6,Auto(AM-S8),17,521
2021,Porsche,Minicompact Cars,3.7,6,Auto(AM-S8),17,517
2021,Porsche,Minicompact Cars,3.7,6,Auto(AM-S8),17,529
2021,Volkswagen Group of,Subcompact Cars,2.0,4,Auto(AM-S7),26,341
2021,Volkswagen Group of,Subcompact Cars,2.0,4,Auto(AM-S7),27,331
2021,Volkswagen Group of,Subcompact Cars,2.9,6,Auto(S8),20,432
2021,Volkswagen Group of,Subcompact Cars,3.0,6,Auto(S8),23,380
2021,Volkswagen Group of,Subcompact Cars,3.0,6,Auto(S8),22,393
2021,Volkswagen Group of,Subcompact Cars,2.0,4,Auto(AM-S7),26,344
2021,Volkswagen Group of,Subcompact Cars,2.5,5,Auto(AM-S7),24,373
2021,Volkswagen Group of,Subcompact Cars,2.0,4,Auto(AM-S7),25,354
2021,Volkswagen Group of,Subcompact Cars,4.0,8,Auto(AM-S8),19,468
2021,Volkswagen Group of,Subcompact Cars,6.0,12,Auto(AM-S8),15,586
2021,BMW,Subcompact Cars,2.0,4,Auto(S8),27,333
2021,BMW,Subcompact Cars,2.0,4,Auto(S8),28,321
2021,BMW,Subcompact Cars,2.0,4,Manual(M6),25,356
2021,BMW,Subcompact Cars,2.0,4,Auto(S8),24,366
2021,BMW,Subcompact Cars,2.0,4,Auto(S8),24,366
2021,BMW,Subcompact Cars,2.0,4,Auto(S8),27,326
2021,BMW,Subcompact Cars,2.0,4,Auto(S8),29,304
2021,BMW,Subcompact Cars,2.0,4,Auto(S8),27,325
2021,BMW,Subcompact Cars,3.0,6,Auto(S8),25,360
2021,BMW,Subcompact Cars,3.0,6,Auto(S8),25,347
2021,BMW,Subcompact Cars,3.0,6,Auto(S8),23,387
2021,BMW,Subcompact Cars,3.0,6,Auto(S8),23,387
2021,BMW,Subcompact Cars,3.0,6,Auto(AM-S7),19,472
2021,BMW,Subcompact Cars,3.0,6,Manual(M6),20,440
2021,BMW,Subcompact Cars,3.0,6,Auto(S8),24,366
2021,BMW,Subcompact Cars,3.0,6,Manual(M6),21,410
2021,BMW,Subcompact Cars,3.0,6,Auto(S8),24,366
2021,BMW,Subcompact Cars,3.0,6,Manual(M6),21,410
2021,BMW,Subcompact Cars,3.0,6,Auto(S8),24,366
2021,BMW,Subcompact Cars,3.0,6,Auto(S8),24,366
2021,BMW,Subcompact Cars,3.0,6,Auto(S8),19,470
2021,BMW,Subcompact Cars,3.0,6,Manual(M6),19,472
2021,BMW,Subcompact Cars,3.0,6,Auto(S8),26,338
2021,BMW,Subcompact Cars,3.0,6,Auto(S8),25,346
2021,BMW,Subcompact Cars,4.4,8,Auto(S8),17,520
2021,BMW,Subcompact Cars,4.4,8,Auto(S8),17,520
2021,BMW,Subcompact Cars,4.4,8,Auto(S8),19,453
2021,BMW,Subcompact Cars,4.4,8,Auto(S8),20,439
2021,General Motors,Subcompact Cars,2.0,4,Auto(S8),25,358
2021,General Motors,Subcompact Cars,2.0,4,Manual(M6),22,397
2021,General Motors,Subcompact Cars,3.6,6,Auto(S10),22,404
2021,General Motors,Subcompact Cars,3.6,6,Manual(M6),20,453
2021,General Motors,Subcompact Cars,6.2,8,Auto(S10),16,571
2021,General Motors,Subcompact Cars,6.2,8,Auto(S10),20,452
2021,General Motors,Subcompact Cars,6.2,8,Manual(M6),19,477
2021,General Motors,Subcompact Cars,6.2,8,Manual(M6),16,564
2021,General Motors,Subcompact Cars,1.4,4,Auto(AV),33,266
2021,General Motors,Subcompact Cars,1.4,4,Manual(M5),33,273
2021,General Motors,Subcompact Cars,1.4,4,Auto(AV),33,266
2021,General Motors,Subcompact Cars,1.4,4,Manual(M5),32,278
2021,Ferrari,Subcompact Cars,3.9,8,Auto(AM8),19,472
2021,Ford Motor Company,Subcompact Cars,2.3,4,Auto(A10),25,354
2021,Ford Motor Company,Subcompact Cars,2.3,4,Auto(S10),25,356
2021,Ford Motor Company,Subcompact Cars,2.3,4,Manual(M6),24,373
2021,Ford Motor Company,Subcompact Cars,5.0,8,Auto(S10),19,479
2021,Ford Motor Company,Subcompact Cars,5.0,8,Manual(M6),18,490
2021,Ford Motor Company,Subcompact Cars,2.3,4,Auto(A10),23,387
2021,Ford Motor Company,Subcompact Cars,2.3,4,Auto(S10),23,387
2021,Ford Motor Company,Subcompact Cars,2.3,4,Manual(M6),23,386
2021,Ford Motor Company,Subcompact Cars,5.0,8,Auto(S10),18,493
2021,Ford Motor Company,Subcompact Cars,2.3,4,Auto(S10),22,404
2021,Ford Motor Company,Subcompact Cars,2.3,4,Manual(M6),21,415
2021,Ford Motor Company,Subcompact Cars,2.3,4,Auto(S10),23,386
2021,Ford Motor Company,Subcompact Cars,2.3,4,Manual(M6),22,397
2021,Ford Motor Company,Subcompact Cars,5.0,8,Auto(S10),18,494
2021,Ford Motor Company,Subcompact Cars,5.0,8,Manual(M6),17,523
2021,Ford Motor Company,Subcompact Cars,5.2,8,Auto(AM7),14,631
2021,Nissan,Subcompact Cars,3.0,6,Auto(S7),22,404
2021,Nissan,Subcompact Cars,3.0,6,Auto(S7),22,403
2021,Nissan,Subcompact Cars,3.0,6,Auto(S7),21,423
2021,Nissan,Subcompact Cars,3.0,6,Auto(S7),22,405
2021,Toyota,Subcompact Cars,5.0,8,Auto(S10),19,473
2021,Toyota,Subcompact Cars,3.5,6,Auto(AV-S10),29,303
2021,Toyota,Subcompact Cars,2.0,4,Auto(S8),25,357
2021,Toyota,Subcompact Cars,3.5,6,Auto(S6),22,407
2021,Toyota,Subcompact Cars,3.5,6,Auto(S8),23,385
2021,Toyota,Subcompact Cars,3.5,6,Auto(S6),22,407
2021,Toyota,Subcompact Cars,5.0,8,Auto(S8),19,459
2021,Mercedes-Benz,Subcompact Cars,2.0,4,Auto(AM7),29,309
2021,Mercedes-Benz,Subcompact Cars,2.0,4,Auto(AM7),28,316
2021,Mercedes-Benz,Subcompact Cars,2.0,4,Auto(AM7),25,360
2021,Mercedes-Benz,Subcompact Cars,3.0,6,Auto(A9),22,404
2021,Mercedes-Benz,Subcompact Cars,3.0,6,Auto(A9),22,409
2021,Mercedes-Benz,Subcompact Cars,4.0,8,Auto(A9),20,452
2021,Mercedes-Benz,Subcompact Cars,4.0,8,Auto(A9),20,440
2021,Mercedes-Benz,Subcompact Cars,4.0,8,Auto(A9),20,452
2021,Mercedes-Benz,Subcompact Cars,4.0,8,Auto(A9),20,440
2021,Mercedes-Benz,Subcompact Cars,3.0,6,Auto(A9),23,384
2021,Mercedes-Benz,Subcompact Cars,3.0,6,Auto(A9),24,378
2021,Mercedes-Benz,Subcompact Cars,4.0,8,Auto(A9),17,510
2021,Mercedes-Benz,Subcompact Cars,2.0,4,Auto(A9),26,347
2021,Mercedes-Benz,Subcompact Cars,2.0,4,Auto(A9),27,330
2021,Mercedes-Benz,Subcompact Cars,2.0,4,Auto(A9),25,359
2021,Mercedes-Benz,Subcompact Cars,2.0,4,Auto(A9),26,338
2021,Mercedes-Benz,Subcompact Cars,3.0,6,Auto(A9),25,349
2021,Mercedes-Benz,Subcompact Cars,3.0,6,Auto(A9),26,341
2021,Mercedes-Benz,Subcompact Cars,3.0,6,Auto(A9),25,353
2021,Mercedes-Benz,Subcompact Cars,3.0,6,Auto(A9),25,350
2021,Mercedes-Benz,Subcompact Cars,4.0,8,Auto(A9),20,454
2021,BMW,Subcompact Cars,1.5,3,Auto(AM-S7),31,280
2021,BMW,Subcompact Cars,1.5,3,Manual(M6),30,292
2021,BMW,Subcompact Cars,1.5,3,Auto(AM-S7),31,280
2021,BMW,Subcompact Cars,1.5,3,Manual(M6),30,292
2021,BMW,Subcompact Cars,2.0,4,Auto(AM-S7),30,299
2021,BMW,Subcompact Cars,2.0,4,Manual(M6),27,329
2021,BMW,Subcompact Cars,2.0,4,Auto(AM-S7),30,299
2021,BMW,Subcompact Cars,2.0,4,Manual(M6),27,329
2021,BMW,Subcompact Cars,2.0,4,Auto(S8),26,334
2021,BMW,Subcompact Cars,2.0,4,Auto(S8),29,305
2021,BMW,Subcompact Cars,2.0,4,Manual(M6),27,329
2021,Nissan,Subcompact Cars,3.8,6,Auto(AM-S6),18,482
2021,Roush,Subcompact Cars,5.0,8,Auto(S10),15,606
2021,Roush,Subcompact Cars,5.0,8,Manual(M6),14,618
2021,Honda,Compact Cars,2.4,4,Auto(AM-S8),28,316
2021,Honda,Compact Cars,2.0,4,Auto(S10),24,369
2021,Honda,Compact Cars,2.0,4,Auto(S10),24,371
2021,Honda,Compact Cars,2.0,4,Auto(S10),25,352
2021,Honda,Compact Cars,2.0,4,Auto(S10),25,357
2021,Honda,Compact Cars,3.0,6,Auto(S10),21,420
2021,Honda,Compact Cars,3.0,6,Auto(S10),21,421
2021,Volkswagen Group of,Compact Cars,2.0,4,Auto(AM-S7),28,311
2021,Volkswagen Group of,Compact Cars,2.0,4,Auto(AM-S7),27,331
2021,Volkswagen Group of,Compact Cars,3.0,6,Auto(S8),23,380
2021,BMW,Compact Cars,2.0,4,Auto(S8),28,319
2021,BMW,Compact Cars,2.0,4,Auto(S8),27,332
2021,BMW,Compact Cars,2.0,4,Auto(S8),30,298
2021,BMW,Compact Cars,2.0,4,Auto(S8),28,313
2021,BMW,Compact Cars,2.0,4,Auto(S8),26,335
2021,BMW,Compact Cars,3.0,6,Manual(M6),19,472
2021,BMW,Compact Cars,3.0,6,Auto(S8),19,470
2021,BMW,Compact Cars,3.0,6,Auto(S8),26,333
2021,BMW,Compact Cars,3.0,6,Auto(S8),25,346
2021,General Motors,Compact Cars,2.0,4,Auto(S8),27,327
2021,General Motors,Compact Cars,2.7,4,Auto(S10),25,356
2021,General Motors,Compact Cars,2.0,4,Auto(S8),26,343
2021,General Motors,Compact Cars,2.7,4,Auto(S10),24,374
2021,General Motors,Compact Cars,2.7,4,Auto(S10),23,384
2021,General Motors,Compact Cars,2.7,4,Auto(S10),23,385
2021,Hyundai,Compact Cars,2.0,4,Auto(S8),23,386
2021,Hyundai,Compact Cars,3.3,6,Auto(S8),20,457
2021,Hyundai,Compact Cars,2.0,4,Auto(S8),25,357
2021,Hyundai,Compact Cars,2.0,4,Manual(M6),22,410
2021,Hyundai,Compact Cars,3.3,6,Auto(S8),20,447
2021,Honda,Compact Cars,1.5,4,Auto(AV),48,184
2021,Hyundai,Compact Cars,1.6,4,Auto(AV-S1),36,248
2021,Hyundai,Compact Cars,1.6,4,Manual(M6),33,273
2021,Hyundai,Compact Cars,1.6,4,Auto(AM7),30,296
2021,Hyundai,Compact Cars,1.6,4,Manual(M6),29,308
2021,Hyundai,Compact Cars,2.0,4,Auto(S6),30,299
2021,Hyundai,Compact Cars,2.0,4,Manual(M6),28,317
2021,Hyundai,Compact Cars,2.0,4,Auto(AM-S8),22,400
2021,Hyundai,Compact Cars,2.0,4,Manual(M6),25,363
2021,Jaguar Land Rover L,Compact Cars,2.0,4,Auto(S8),28,312
2021,Jaguar Land Rover L,Compact Cars,2.0,4,Auto(S8),28,321
2021,Jaguar Land Rover L,Compact Cars,2.0,4,Auto(S8),25,354
2021,Kia,Compact Cars,1.6,4,Auto(AV-S1),36,249
2021,Toyota,Compact Cars,2.0,4,Auto(S8),25,357
2021,Toyota,Compact Cars,3.5,6,Auto(S6),22,407
2021,Toyota,Compact Cars,3.5,6,Auto(S8),23,385
2021,Toyota,Compact Cars,3.5,6,Auto(S6),22,407
2021,Toyota,Compact Cars,2.0,4,Auto(AV-S6),42,209
2021,Toyota,Compact Cars,2.0,4,Auto(AV-S6),39,225
2021,MAZDA,Compact Cars,2.0,4,Auto(S6),31,289
2021,MAZDA,Compact Cars,2.0,4,Auto(S6),29,303
2021,MAZDA,Compact Cars,1.5,4,Auto(S6),35,253
2021,MAZDA,Compact Cars,1.5,4,Manual(M6),34,264
2021,MAZDA,Compact Cars,2.0,4,Auto(S6),31,287
2021,MAZDA,Compact Cars,2.5,4,Auto(S6),30,303
2021,MAZDA,Compact Cars,2.5,4,Auto(S6),30,299
2021,MAZDA,Compact Cars,2.5,4,Auto(S6),27,334
2021,MAZDA,Compact Cars,2.5,4,Auto(S6),28,313
2021,MAZDA,Compact Cars,2.5,4,Auto(S6),28,320
2021,Mercedes-Benz,Compact Cars,3.0,6,Auto(A9),21,428
2021,Mercedes-Benz,Compact Cars,4.0,8,Auto(A9),21,433
2021,Mercedes-Benz,Compact Cars,4.0,8,Auto(A9),21,433
2021,Mercedes-Benz,Compact Cars,2.0,4,Auto(AM7),25,360
2021,Mercedes-Benz,Compact Cars,2.0,4,Auto(AM8),23,390
2021,Mercedes-Benz,Compact Cars,3.0,6,Auto(A9),23,389
2021,Mercedes-Benz,Compact Cars,3.0,6,Auto(A9),22,410
2021,Mercedes-Benz,Compact Cars,3.0,6,Auto(A9),22,410
2021,Mercedes-Benz,Compact Cars,4.0,8,Auto(A9),18,502
2021,Mercedes-Benz,Compact Cars,4.0,8,Auto(A9),18,502
2021,Mercedes-Benz,Compact Cars,4.0,8,Auto(A9),19,471
2021,Mercedes-Benz,Compact Cars,2.0,4,Auto(A9),27,324
2021,Mercedes-Benz,Compact Cars,2.0,4,Auto(A9),27,329
2021,Mercedes-Benz,Compact Cars,2.0,4,Auto(AM7),29,306
2021,Mercedes-Benz,Compact Cars,2.0,4,Auto(AM7),27,324
2021,Mercedes-Benz,Compact Cars,3.0,6,Auto(A9),26,347
2021,Mercedes-Benz,Compact Cars,3.0,6,Auto(A9),25,357
2021,Mercedes-Benz,Compact Cars,4.0,8,Auto(A9),20,454
2021,Mitsubishi Motors Co,Compact Cars,1.2,3,Auto(AV),39,225
2021,Mitsubishi Motors Co,Compact Cars,1.2,3,Manual(M5),36,242
2021,Mitsubishi Motors Co,Compact Cars,1.2,3,Auto(AV),37,238
2021,Mitsubishi Motors Co,Compact Cars,1.2,3,Manual(M5),35,252
2021,Nissan,Compact Cars,1.6,4,Auto(AV),35,254
2021,Nissan,Compact Cars,1.6,4,Manual(M5),30,296
2021,Rolls-Royce,Compact Cars,6.6,12,Auto(S8),14,632
2021,Rolls-Royce,Compact Cars,6.6,12,Auto(S8),14,632
2021,Subaru,Compact Cars,2.0,4,Auto(AV-S8),21,432
2021,Subaru,Compact Cars,2.0,4,Manual(M6),23,390
2021,Subaru,Compact Cars,2.5,4,Manual(M6),18,483
2021,Toyota,Compact Cars,2.0,4,Auto(AV-S7),29,305
2021,Toyota,Compact Cars,1.8,4,Auto(AV),33,267
2021,Toyota,Compact Cars,1.8,4,Manual(M6),33,271
2021,Toyota,Compact Cars,2.0,4,Auto(AV-S10),34,257
2021,Toyota,Compact Cars,2.0,4,Manual(M6),32,277
2021,Toyota,Compact Cars,2.0,4,Auto(AV-S10),34,264
2021,Toyota,Compact Cars,2.0,4,Manual(M6),31,286
2021,Toyota,Compact Cars,2.0,4,Auto(AV-S10),35,251
2021,Toyota,Compact Cars,2.0,4,Manual(M6),31,284
2021,Toyota,Compact Cars,2.0,4,Auto(AV-S10),33,266
2021,Toyota,Compact Cars,1.8,4,Auto(AV),52,170
2021,Toyota,Compact Cars,1.8,4,Auto(AV),32,274
2021,Toyota,Compact Cars,2.0,4,Auto(AV-S10),34,265
2021,Volkswagen Group of,Compact Cars,1.4,4,Auto(S8),32,279
2021,Volkswagen Group of,Compact Cars,1.4,4,Manual(M6),33,267
2021,Volkswagen Group of,Compact Cars,2.0,4,Auto(AM-S7),27,324
2021,Volkswagen Group of,Compact Cars,2.0,4,Manual(M6),26,343
2021,Volkswagen Group of,Compact Cars,1.4,4,Auto(S8),33,266
2021,Volkswagen Group of,Compact Cars,1.4,4,Manual(M6),34,260
2021,Volkswagen Group of,Compact Cars,2.0,4,Auto(AM-S7),28,314
2021,Volkswagen Group of,Compact Cars,2.0,4,Manual(M6),28,319
2021,Volvo,Compact Cars,2.0,4,Auto(S8),26,345
2021,Volvo,Compact Cars,2.0,4,Auto(S8),25,352
2021,Volvo,Compact Cars,2.0,4,Auto(S8),27,322
2021,FCA US LLC,Midsize Cars,2.0,4,Auto(A8),27,330
2021,FCA US LLC,Midsize Cars,2.9,6,Auto(A8),20,436
2021,FCA US LLC,Midsize Cars,2.0,4,Auto(A8),26,348
2021,Volkswagen Group of,Midsize Cars,2.0,4,Auto(AM-S7),28,311
2021,Volkswagen Group of,Midsize Cars,2.0,4,Auto(AM-S7),27,331
2021,Volkswagen Group of,Midsize Cars,2.0,4,Auto(AM-S7),26,341
2021,Volkswagen Group of,Midsize Cars,3.0,6,Auto(AM-S7),24,364
2021,Volkswagen Group of,Midsize Cars,3.0,6,Auto(AM-S7),24,364
2021,Volkswagen Group of,Midsize Cars,2.9,6,Auto(S8),21,428
2021,Volkswagen Group of,Midsize Cars,4.0,8,Auto(S8),17,507
2021,Volkswagen Group of,Midsize Cars,3.0,6,Auto(S8),23,380
2021,Volkswagen Group of,Midsize Cars,2.9,6,Auto(S8),22,410
2021,Volkswagen Group of,Midsize Cars,2.9,6,Auto(S8),22,410
2021,Volkswagen Group of,Midsize Cars,4.0,8,Auto(AM-S8),17,520
2021,Volkswagen Group of,Midsize Cars,6.0,12,Auto(AM-S8),15,601
2021,BMW,Midsize Cars,2.0,4,Auto(S8),28,313
2021,BMW,Midsize Cars,2.0,4,Auto(S8),27,330
2021,BMW,Midsize Cars,3.0,6,Auto(S8),27,322
2021,BMW,Midsize Cars,3.0,6,Auto(S8),26,337
2021,BMW,Midsize Cars,3.0,6,Auto(S8),25,360
2021,BMW,Midsize Cars,3.0,6,Auto(S8),23,387
2021,BMW,Midsize Cars,4.4,8,Auto(S8),17,520
2021,BMW,Midsize Cars,4.4,8,Auto(S8),17,520
2021,BMW,Midsize Cars,4.4,8,Auto(S8),20,439
2021,BMW,Midsize Cars,4.4,8,Auto(S8),17,520
2021,BMW,Midsize Cars,4.4,8,Auto(S8),17,520
2021,BMW,Midsize Cars,4.4,8,Auto(S8),19,453
2021,BMW,Midsize Cars,2.0,4,Auto(S8),26,339
2021,BMW,Midsize Cars,2.0,4,Auto(S8),27,330
2021,BMW,Midsize Cars,2.0,4,Auto(S8),27,331
2021,General Motors,Midsize Cars,2.0,4,Auto(S10),26,337
2021,General Motors,Midsize Cars,3.0,6,Auto(S10),22,404
2021,General Motors,Midsize Cars,2.0,4,Auto(S10),25,389
2021,General Motors,Midsize Cars,3.0,6,Auto(S10),21,419
2021,General Motors,Midsize Cars,3.0,6,Auto(S10),21,423
2021,General Motors,Midsize Cars,3.0,6,Auto(S10),21,419
2021,General Motors,Midsize Cars,1.5,4,Auto(AV),32,273
2021,General Motors,Midsize Cars,2.0,4,Auto(A9),26,342
2021,FCA US LLC,Midsize Cars,3.6,6,Auto(A8),23,389
2021,FCA US LLC,Midsize Cars,5.7,8,Auto(A8),19,466
2021,FCA US LLC,Midsize Cars,5.7,8,Manual(M6),18,494
2021,FCA US LLC,Midsize Cars,6.4,8,Auto(A8),18,496
2021,FCA US LLC,Midsize Cars,6.4,8,Manual(M6),17,523
2021,FCA US LLC,Midsize Cars,3.6,6,Auto(A8),21,415
2021,FCA US LLC,Midsize Cars,6.2,8,Auto(A8),16,546
2021,FCA US LLC,Midsize Cars,6.2,8,Manual(M6),16,567
2021,FCA US LLC,Midsize Cars,6.2,8,Auto(A8),15,575
2021,FCA US LLC,Midsize Cars,6.2,8,Manual(M6),16,567
2021,FCA US LLC,Midsize Cars,6.4,8,Auto(A8),18,496
2021,FCA US LLC,Midsize Cars,6.4,8,Manual(M6),17,523
2021,Honda,Midsize Cars,1.5,4,Auto(AV),36,248
2021,Honda,Midsize Cars,1.5,4,Auto(AV-S7),33,266
2021,Honda,Midsize Cars,2.0,4,Auto(AV),33,268
2021,Honda,Midsize Cars,2.0,4,Auto(AV-S7),32,277
2021,Honda,Midsize Cars,1.5,4,Auto(AV),52,170
2021,Hyundai,Midsize Cars,1.6,4,Auto(AM-S7),31,288
2021,Hyundai,Midsize Cars,1.6,4,Manual(M6),28,318
2021,Hyundai,Midsize Cars,2.0,4,Auto(AV-S1),37,244
2021,Hyundai,Midsize Cars,2.0,4,Auto(AV-S1),35,257
2021,Hyundai,Midsize Cars,1.6,4,Auto(AM-S6),50,177
2021,Hyundai,Midsize Cars,1.6,4,Auto(AM-S6),54,165
2021,Hyundai,Midsize Cars,1.6,4,Auto(AV-S1),31,287
